sample_id,scene_id,split,source_path,relative_path
0002427,LC08_046027_20190805,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002427\LC08_046027_20190805\all_bands.tif,0002427\LC08_046027_20190805\all_bands.tif
0002430,LC08_033028_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002430\LC08_033028_20190725\all_bands.tif,0002430\LC08_033028_20190725\all_bands.tif
0002431,LC08_043034_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002431\LC08_043034_20190816\all_bands.tif,0002431\LC08_043034_20190816\all_bands.tif
0002432,LC08_035028_20190707,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002432\LC08_035028_20190707\all_bands.tif,0002432\LC08_035028_20190707\all_bands.tif
0002433,LC08_039035_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002433\LC08_039035_20190820\all_bands.tif,0002433\LC08_039035_20190820\all_bands.tif
0002434,LC08_027039_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002434\LC08_027039_20190816\all_bands.tif,0002434\LC08_027039_20190816\all_bands.tif
0002435,LC08_039028_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002435\LC08_039028_20190804\all_bands.tif,0002435\LC08_039028_20190804\all_bands.tif
0002436,LC08_031030_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002436\LC08_031030_20190828\all_bands.tif,0002436\LC08_031030_20190828\all_bands.tif
0002438,LC08_031028_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002438\LC08_031028_20190828\all_bands.tif,0002438\LC08_031028_20190828\all_bands.tif
0002439,LC08_036027_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002439\LC08_036027_20190815\all_bands.tif,0002439\LC08_036027_20190815\all_bands.tif
0002441,LC08_027037_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002441\LC08_027037_20190731\all_bands.tif,0002441\LC08_027037_20190731\all_bands.tif
0002442,LC08_030040_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002442\LC08_030040_20190720\all_bands.tif,0002442\LC08_030040_20190720\all_bands.tif
0002443,LC08_027038_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002443\LC08_027038_20190731\all_bands.tif,0002443\LC08_027038_20190731\all_bands.tif
0002444,LC08_020035_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002444\LC08_020035_20190815\all_bands.tif,0002444\LC08_020035_20190815\all_bands.tif
0002445,LC08_030027_20190821,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002445\LC08_030027_20190821\all_bands.tif,0002445\LC08_030027_20190821\all_bands.tif
0002448,LC08_037031_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002448\LC08_037031_20190705\all_bands.tif,0002448\LC08_037031_20190705\all_bands.tif
0002449,LC08_035029_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002449\LC08_035029_20190723\all_bands.tif,0002449\LC08_035029_20190723\all_bands.tif
0002450,LC08_032033_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002450\LC08_032033_20190718\all_bands.tif,0002450\LC08_032033_20190718\all_bands.tif
0002454,LC08_011029_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002454\LC08_011029_20190731\all_bands.tif,0002454\LC08_011029_20190731\all_bands.tif
0002455,LC08_024035_20190726,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002455\LC08_024035_20190726\all_bands.tif,0002455\LC08_024035_20190726\all_bands.tif
0002458,LC08_026037_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002458\LC08_026037_20190724\all_bands.tif,0002458\LC08_026037_20190724\all_bands.tif
0002459,LC08_031027_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002459\LC08_031027_20190828\all_bands.tif,0002459\LC08_031027_20190828\all_bands.tif
0002463,LC08_031030_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002463\LC08_031030_20190828\all_bands.tif,0002463\LC08_031030_20190828\all_bands.tif
0002464,LC08_024028_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002464\LC08_024028_20190827\all_bands.tif,0002464\LC08_024028_20190827\all_bands.tif
0002465,LC08_015036_20190727,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002465\LC08_015036_20190727\all_bands.tif,0002465\LC08_015036_20190727\all_bands.tif
0002466,LC08_041030_20190818,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002466\LC08_041030_20190818\all_bands.tif,0002466\LC08_041030_20190818\all_bands.tif
0002467,LC08_014034_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002467\LC08_014034_20190720\all_bands.tif,0002467\LC08_014034_20190720\all_bands.tif
0002469,LC08_018035_20190817,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002469\LC08_018035_20190817\all_bands.tif,0002469\LC08_018035_20190817\all_bands.tif
0002471,LC08_045028_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002471\LC08_045028_20190729\all_bands.tif,0002471\LC08_045028_20190729\all_bands.tif
0002473,LC08_035031_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002473\LC08_035031_20190723\all_bands.tif,0002473\LC08_035031_20190723\all_bands.tif
0002474,LC08_030027_20190821,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002474\LC08_030027_20190821\all_bands.tif,0002474\LC08_030027_20190821\all_bands.tif
0002475,LC08_022038_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002475\LC08_022038_20190829\all_bands.tif,0002475\LC08_022038_20190829\all_bands.tif
0002476,LC08_032027_20190819,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002476\LC08_032027_20190819\all_bands.tif,0002476\LC08_032027_20190819\all_bands.tif
0002478,LC08_032032_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002478\LC08_032032_20190718\all_bands.tif,0002478\LC08_032032_20190718\all_bands.tif
0002479,LC08_027032_20190715,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002479\LC08_027032_20190715\all_bands.tif,0002479\LC08_027032_20190715\all_bands.tif
0002481,LC08_022032_20190712,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002481\LC08_022032_20190712\all_bands.tif,0002481\LC08_022032_20190712\all_bands.tif
0002483,LC08_019036_20190808,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002483\LC08_019036_20190808\all_bands.tif,0002483\LC08_019036_20190808\all_bands.tif
0002485,LC08_024028_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002485\LC08_024028_20190827\all_bands.tif,0002485\LC08_024028_20190827\all_bands.tif
0002486,LC08_032026_20190819,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002486\LC08_032026_20190819\all_bands.tif,0002486\LC08_032026_20190819\all_bands.tif
0002487,LC08_039035_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002487\LC08_039035_20190820\all_bands.tif,0002487\LC08_039035_20190820\all_bands.tif
0002488,LC08_043027_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002488\LC08_043027_20190731\all_bands.tif,0002488\LC08_043027_20190731\all_bands.tif
0002489,LC08_039026_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002489\LC08_039026_20190804\all_bands.tif,0002489\LC08_039026_20190804\all_bands.tif
0002490,LC08_043027_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002490\LC08_043027_20190731\all_bands.tif,0002490\LC08_043027_20190731\all_bands.tif
0002491,LC08_029035_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002491\LC08_029035_20190729\all_bands.tif,0002491\LC08_029035_20190729\all_bands.tif
0002492,LC08_038031_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002492\LC08_038031_20190813\all_bands.tif,0002492\LC08_038031_20190813\all_bands.tif
0002493,LC08_017034_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002493\LC08_017034_20190725\all_bands.tif,0002493\LC08_017034_20190725\all_bands.tif
0002495,LC08_032037_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002495\LC08_032037_20190718\all_bands.tif,0002495\LC08_032037_20190718\all_bands.tif
0002496,LC08_011029_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002496\LC08_011029_20190731\all_bands.tif,0002496\LC08_011029_20190731\all_bands.tif
0002497,LC08_017033_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002497\LC08_017033_20190725\all_bands.tif,0002497\LC08_017033_20190725\all_bands.tif
0002499,LC08_040030_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002499\LC08_040030_20190827\all_bands.tif,0002499\LC08_040030_20190827\all_bands.tif
0002502,LC08_033031_20190709,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002502\LC08_033031_20190709\all_bands.tif,0002502\LC08_033031_20190709\all_bands.tif
0002504,LC08_023033_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002504\LC08_023033_20190804\all_bands.tif,0002504\LC08_023033_20190804\all_bands.tif
0002505,LC08_022033_20190712,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002505\LC08_022033_20190712\all_bands.tif,0002505\LC08_022033_20190712\all_bands.tif
0002506,LC08_019033_20190824,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002506\LC08_019033_20190824\all_bands.tif,0002506\LC08_019033_20190824\all_bands.tif
0002509,LC08_023028_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002509\LC08_023028_20190804\all_bands.tif,0002509\LC08_023028_20190804\all_bands.tif
0002510,LC08_020031_20190714,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002510\LC08_020031_20190714\all_bands.tif,0002510\LC08_020031_20190714\all_bands.tif
0002512,LC08_041029_20190818,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002512\LC08_041029_20190818\all_bands.tif,0002512\LC08_041029_20190818\all_bands.tif
0002513,LC08_025031_20190802,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002513\LC08_025031_20190802\all_bands.tif,0002513\LC08_025031_20190802\all_bands.tif
0002514,LC08_039034_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002514\LC08_039034_20190820\all_bands.tif,0002514\LC08_039034_20190820\all_bands.tif
0002516,LC08_035029_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002516\LC08_035029_20190723\all_bands.tif,0002516\LC08_035029_20190723\all_bands.tif
0002518,LC08_036031_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002518\LC08_036031_20190815\all_bands.tif,0002518\LC08_036031_20190815\all_bands.tif
0002519,LC08_035030_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002519\LC08_035030_20190723\all_bands.tif,0002519\LC08_035030_20190723\all_bands.tif
0002522,LC08_043034_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002522\LC08_043034_20190816\all_bands.tif,0002522\LC08_043034_20190816\all_bands.tif
0002524,LC08_043031_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002524\LC08_043031_20190731\all_bands.tif,0002524\LC08_043031_20190731\all_bands.tif
0002528,LC08_040033_20190811,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002528\LC08_040033_20190811\all_bands.tif,0002528\LC08_040033_20190811\all_bands.tif
0002531,LC08_033029_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002531\LC08_033029_20190725\all_bands.tif,0002531\LC08_033029_20190725\all_bands.tif
0002532,LC08_026033_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002532\LC08_026033_20190724\all_bands.tif,0002532\LC08_026033_20190724\all_bands.tif
0002533,LC08_043034_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002533\LC08_043034_20190816\all_bands.tif,0002533\LC08_043034_20190816\all_bands.tif
0002534,LC08_017033_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002534\LC08_017033_20190725\all_bands.tif,0002534\LC08_017033_20190725\all_bands.tif
0002538,LC08_023033_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002538\LC08_023033_20190804\all_bands.tif,0002538\LC08_023033_20190804\all_bands.tif
0002539,LC08_046027_20190805,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002539\LC08_046027_20190805\all_bands.tif,0002539\LC08_046027_20190805\all_bands.tif
0002542,LC08_043027_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002542\LC08_043027_20190731\all_bands.tif,0002542\LC08_043027_20190731\all_bands.tif
0002544,LC08_016033_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002544\LC08_016033_20190702\all_bands.tif,0002544\LC08_016033_20190702\all_bands.tif
0002545,LC08_020035_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002545\LC08_020035_20190815\all_bands.tif,0002545\LC08_020035_20190815\all_bands.tif
0002546,LC08_026035_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002546\LC08_026035_20190724\all_bands.tif,0002546\LC08_026035_20190724\all_bands.tif
0002547,LC08_032027_20190819,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002547\LC08_032027_20190819\all_bands.tif,0002547\LC08_032027_20190819\all_bands.tif
0002548,LC08_021029_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002548\LC08_021029_20190721\all_bands.tif,0002548\LC08_021029_20190721\all_bands.tif
0002551,LC08_023034_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002551\LC08_023034_20190804\all_bands.tif,0002551\LC08_023034_20190804\all_bands.tif
0002552,LC08_020033_20190714,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002552\LC08_020033_20190714\all_bands.tif,0002552\LC08_020033_20190714\all_bands.tif
0002553,LC08_035030_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002553\LC08_035030_20190723\all_bands.tif,0002553\LC08_035030_20190723\all_bands.tif
0002554,LC08_017035_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002554\LC08_017035_20190725\all_bands.tif,0002554\LC08_017035_20190725\all_bands.tif
0002555,LC08_023031_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002555\LC08_023031_20190804\all_bands.tif,0002555\LC08_023031_20190804\all_bands.tif
0002556,LC08_023034_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002556\LC08_023034_20190804\all_bands.tif,0002556\LC08_023034_20190804\all_bands.tif
0002557,LC08_037033_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002557\LC08_037033_20190721\all_bands.tif,0002557\LC08_037033_20190721\all_bands.tif
0002560,LC08_026030_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002560\LC08_026030_20190724\all_bands.tif,0002560\LC08_026030_20190724\all_bands.tif
0002562,LC08_026038_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002562\LC08_026038_20190724\all_bands.tif,0002562\LC08_026038_20190724\all_bands.tif
0002563,LC08_036027_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002563\LC08_036027_20190815\all_bands.tif,0002563\LC08_036027_20190815\all_bands.tif
0002565,LC08_038030_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002565\LC08_038030_20190813\all_bands.tif,0002565\LC08_038030_20190813\all_bands.tif
0002566,LC08_020038_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002566\LC08_020038_20190815\all_bands.tif,0002566\LC08_020038_20190815\all_bands.tif
0002568,LC08_022033_20190712,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002568\LC08_022033_20190712\all_bands.tif,0002568\LC08_022033_20190712\all_bands.tif
0002573,LC08_022038_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002573\LC08_022038_20190829\all_bands.tif,0002573\LC08_022038_20190829\all_bands.tif
0002574,LC08_021029_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002574\LC08_021029_20190721\all_bands.tif,0002574\LC08_021029_20190721\all_bands.tif
0002575,LC08_037033_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002575\LC08_037033_20190721\all_bands.tif,0002575\LC08_037033_20190721\all_bands.tif
0002576,LC08_037036_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002576\LC08_037036_20190705\all_bands.tif,0002576\LC08_037036_20190705\all_bands.tif
0002577,LC08_032029_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002577\LC08_032029_20190702\all_bands.tif,0002577\LC08_032029_20190702\all_bands.tif
0002579,LC08_031030_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002579\LC08_031030_20190828\all_bands.tif,0002579\LC08_031030_20190828\all_bands.tif
0002580,LC08_035031_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002580\LC08_035031_20190723\all_bands.tif,0002580\LC08_035031_20190723\all_bands.tif
0002581,LC08_020035_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002581\LC08_020035_20190815\all_bands.tif,0002581\LC08_020035_20190815\all_bands.tif
0002582,LC08_033029_20190725,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002582\LC08_033029_20190725\all_bands.tif,0002582\LC08_033029_20190725\all_bands.tif
0002583,LC08_037037_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002583\LC08_037037_20190705\all_bands.tif,0002583\LC08_037037_20190705\all_bands.tif
0002584,LC08_022038_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002584\LC08_022038_20190829\all_bands.tif,0002584\LC08_022038_20190829\all_bands.tif
0002585,LC08_040029_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002585\LC08_040029_20190827\all_bands.tif,0002585\LC08_040029_20190827\all_bands.tif
0002586,LC08_031027_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002586\LC08_031027_20190828\all_bands.tif,0002586\LC08_031027_20190828\all_bands.tif
0002587,LC08_022035_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002587\LC08_022035_20190829\all_bands.tif,0002587\LC08_022035_20190829\all_bands.tif
0002588,LC08_043027_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002588\LC08_043027_20190731\all_bands.tif,0002588\LC08_043027_20190731\all_bands.tif
0002589,LC08_031036_20190812,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002589\LC08_031036_20190812\all_bands.tif,0002589\LC08_031036_20190812\all_bands.tif
0002590,LC08_042032_20190825,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002590\LC08_042032_20190825\all_bands.tif,0002590\LC08_042032_20190825\all_bands.tif
0002592,LC08_036031_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002592\LC08_036031_20190815\all_bands.tif,0002592\LC08_036031_20190815\all_bands.tif
0002593,LC08_032038_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002593\LC08_032038_20190718\all_bands.tif,0002593\LC08_032038_20190718\all_bands.tif
0002594,LC08_025032_20190802,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002594\LC08_025032_20190802\all_bands.tif,0002594\LC08_025032_20190802\all_bands.tif
0002597,LC08_035027_20190808,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002597\LC08_035027_20190808\all_bands.tif,0002597\LC08_035027_20190808\all_bands.tif
0002598,LC08_030033_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002598\LC08_030033_20190720\all_bands.tif,0002598\LC08_030033_20190720\all_bands.tif
0002599,LC08_043035_20190715,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0002599\LC08_043035_20190715\all_bands.tif,0002599\LC08_043035_20190715\all_bands.tif
